"Time","WhiteMt Barcroft Air Temp Avg degC","WhiteMt Barcroft Barometric Pressure Avg mb","WhiteMt Barcroft Rainfall Cumulative mm","WhiteMt Barcroft Rainfall mm","WhiteMt Barcroft Relative Humidity Avg %","WhiteMt Barcroft Snow Depth mm","WhiteMt Barcroft Total Solar Radiation Avg W/m^2","WhiteMt Barcroft Total Solar Radiation Std W/m^2","WhiteMt Barcroft Wind Speed Avg m/s"
"2021-06-01 00:00:00",4.032,651.3639,50.546,0,44.53,,0,0,2.272
"2021-06-01 00:10:00",3.995,651.3987,50.546,0,45.04,,0,0,2.139
"2021-06-01 00:20:00",3.864,651.3708,50.546,0,46.06,,0,0,2.222
"2021-06-01 00:30:00",3.841,651.3372,50.546,0,46.87,,0,0,2.489
"2021-06-01 00:40:00",3.743,651.3378,50.546,0,47.32,,0,0,1.867
"2021-06-01 00:50:00",3.653,651.3391,50.546,0,47.8,,0,0,1.803
"2021-06-01 01:00:00",3.556,651.3273,50.546,0,48.25,,0,0,1.71
"2021-06-01 01:10:00",3.58,651.3104,50.546,0,48.25,,0,0,1.742
"2021-06-01 01:20:00",3.655,651.3005,50.546,0,48.03,,0,0,1.689
"2021-06-01 01:30:00",3.531,651.3215,50.546,0,48.54,,0,0,1.697
"2021-06-01 01:40:00",3.557,651.2961,50.546,0,48.4,,0,0,1.49
"2021-06-01 01:50:00",3.513,651.2342,50.546,0,48.5,,0,0,1.385
"2021-06-01 02:00:00",3.585,651.2241,50.546,0,48.14,,0,0,1.408
"2021-06-01 02:10:00",3.615,651.2375,50.546,0,47.99,,0,0,1.417
"2021-06-01 02:20:00",3.505,651.2081,50.546,0,48.68,,0,0,1.134
"2021-06-01 02:30:00",3.32,651.1947,50.546,0,49.3,,0,0,1.19
"2021-06-01 02:40:00",3.365,651.197,50.546,0,49.19,,0,0,0.741
"2021-06-01 02:50:00",3.339,651.213,50.546,0,49.06,,0,0,0.037
"2021-06-01 03:00:00",3.148,651.1994,50.546,0,50.53,,0,0,1.044
"2021-06-01 03:10:00",2.297,651.1688,50.546,0,54.89,,0,0,0.448
"2021-06-01 03:20:00",1.967,651.1853,50.546,0,55.2,,0,0,0.012
"2021-06-01 03:30:00",1.932,651.1728,50.546,0,55.88,,0,0,0.527
"2021-06-01 03:40:00",1.698,651.2083,50.546,0,56.55,,0,0,0.002
"2021-06-01 03:50:00",1.671,651.2252,50.546,0,56.65,,0,0,0.652
"2021-06-01 04:00:00",1.74,651.1778,50.546,0,56.37,,0,0,0.904
"2021-06-01 04:10:00",1.452,651.1411,50.546,0,57.92,,0,0,0.75
"2021-06-01 04:20:00",1.8,651.1073,50.546,0,55.42,,1,0,0.991
"2021-06-01 04:30:00",2.087,651.189,50.546,0,53.94,,2,1,1.304
"2021-06-01 04:40:00",2.355,651.1474,50.546,0,53.93,,6,2,0.798
"2021-06-01 04:50:00",1.971,651.1383,50.546,0,56.53,,17,4,0.882
"2021-06-01 05:00:00",2.477,651.092,50.546,0,55.03,,37,7,0.23
"2021-06-01 05:10:00",3.397,651.0616,50.546,0,51.11,,66,10,0.171
"2021-06-01 05:20:00",4.225,651.0549,50.546,0,47.81,,102,11,0.019
"2021-06-01 05:30:00",4.826,651.1011,50.546,0,45.02,,134,8,0.001
"2021-06-01 05:40:00",5.501,651.1332,50.546,0,40.79,,165,9,0.005
"2021-06-01 05:50:00",5.668,651.1505,50.546,0,39.19,,198,10,0.33
"2021-06-01 06:00:00",6.03,651.1743,50.546,0,37.18,,229,15,0.256
"2021-06-01 06:10:00",6.434,651.2143,50.546,0,34.5,,266,10,0.653
"2021-06-01 06:20:00",6.804,651.2684,50.546,0,33.06,,300,10,0.463
"2021-06-01 06:30:00",6.953,651.308,50.546,0,31.67,,336,11,0.941
"2021-06-01 06:40:00",6.912,651.3235,50.546,0,29.5,,367,7,1.404
"2021-06-01 06:50:00",6.814,651.3426,50.546,0,28.58,,404,18,1.533
"2021-06-01 07:00:00",7.012,651.3615,50.546,0,28.31,,443,10,0.992
"2021-06-01 07:10:00",7.462,651.3788,50.546,0,28.33,,470,15,1.009
"2021-06-01 07:20:00",7.813,651.389,50.546,0,27.68,,511,9,1.236
"2021-06-01 07:30:00",7.896,651.4464,50.546,0,26.65,,543,10,0.335
"2021-06-01 07:40:00",8.07,651.4545,50.546,0,26.7,,577,9,1.406
"2021-06-01 07:50:00",7.958,651.5024,50.546,0,27.32,,608,9,1.427
"2021-06-01 08:00:00",7.995,651.5046,50.546,0,27.14,,639,9,1.792
"2021-06-01 08:10:00",7.908,651.518,50.546,0,27.83,,670,9,1.603
"2021-06-01 08:20:00",8.3,651.5443,50.546,0,27.79,,699,8,0.881
"2021-06-01 08:30:00",8.52,651.5682,50.546,0,28.51,,727,8,1.487
"2021-06-01 08:40:00",8.53,651.5807,50.546,0,29.94,,754,8,1.747
"2021-06-01 08:50:00",7.881,651.5969,50.546,0,31.71,,780,7,2.431
"2021-06-01 09:00:00",8.29,651.6339,50.546,0,29.65,,805,7,1.867
"2021-06-01 09:10:00",8.72,651.6332,50.546,0,28.59,,830,7,1.409
"2021-06-01 09:20:00",9.01,651.6324,50.546,0,29.79,,852,7,1.479
"2021-06-01 09:30:00",9.01,651.6375,50.546,0,28.86,,875,6,0.996
"2021-06-01 09:40:00",9.25,651.637,50.546,0,28.58,,895,6,1.725
"2021-06-01 09:50:00",8.78,651.6917,50.546,0,29.58,,914,5,2.063
"2021-06-01 10:00:00",9.16,651.6996,50.546,0,29.49,,932,6,1.353
"2021-06-01 10:10:00",9.74,651.6832,50.546,0,28.13,,951,5,2.034
"2021-06-01 10:20:00",9.44,651.6729,50.546,0,28.41,,962,8,1.973
"2021-06-01 10:30:00",9.84,651.675,50.546,0,27.3,,976,3,1.469
"2021-06-01 10:40:00",9.36,651.5952,50.546,0,29.28,,984,8,3.457
"2021-06-01 10:50:00",10.38,651.6812,50.546,0,29.24,,998,3,2.018
"2021-06-01 11:00:00",10.49,651.7152,50.546,0,30.13,,1008,6,2.776
"2021-06-01 11:10:00",9.62,651.7394,50.546,0,31.4,,1019,8,2.646
"2021-06-01 11:20:00",10,651.6937,50.546,0,29.61,,1024,8,1.802
"2021-06-01 11:30:00",10.29,651.7131,50.546,0,27.79,,1034,4,1.691
"2021-06-01 11:40:00",10.3,651.6428,50.546,0,25.79,,1034,10,2.308
"2021-06-01 11:50:00",10.42,651.6829,50.546,0,26.29,,1013,16,2.032
"2021-06-01 12:00:00",10.83,651.6852,50.546,0,25.14,,986,11,2.148
"2021-06-01 12:10:00",10.98,651.631,50.546,0,25.03,,1006,16,2.194
"2021-06-01 12:20:00",11.22,651.6378,50.546,0,24.14,,1028,12,1.474
"2021-06-01 12:30:00",11.68,651.6328,50.546,0,27.15,,1026,5,2.131
"2021-06-01 12:40:00",11.06,651.6089,50.546,0,27.04,,1012,9,1.872
"2021-06-01 12:50:00",11.68,651.5045,50.546,0,22.81,,1014,3,2.625
"2021-06-01 13:00:00",11.56,651.5657,50.546,0,23.34,,999,15,1.857
"2021-06-01 13:10:00",11.44,651.538,50.546,0,22.69,,995,9,2.966
"2021-06-01 13:20:00",11.32,651.496,50.546,0,22.35,,983,7,2.319
"2021-06-01 13:30:00",11.55,651.4854,50.546,0,21.84,,964,7,2.392
"2021-06-01 13:40:00",11.47,651.5137,50.546,0,22.39,,946,13,2.357
"2021-06-01 13:50:00",11.47,651.5219,50.546,0,22.28,,928,13,2.041
"2021-06-01 14:00:00",11.83,651.4783,50.546,0,21.5,,919,6,1.331
"2021-06-01 14:10:00",12.38,651.4226,50.546,0,21.25,,900,8,1.671
"2021-06-01 14:20:00",12.34,651.4063,50.546,0,21.71,,791,220,2.674
"2021-06-01 14:30:00",11.63,651.3811,50.546,0,21.53,,818,156,0.883
"2021-06-01 14:40:00",12.68,651.3462,50.546,0,20.97,,835,7,1.234
"2021-06-01 14:50:00",12.09,651.2946,50.546,0,20.81,,811,8,1.409
"2021-06-01 15:00:00",12.6,651.1737,50.546,0,21.1,,786,11,1.981
"2021-06-01 15:10:00",12.05,651.1371,50.546,0,23.37,,764,10,2.229
"2021-06-01 15:20:00",12.09,651.0467,50.546,0,24.34,,740,13,3.035
"2021-06-01 15:30:00",12.32,651.0032,50.546,0,22.43,,711,9,3.573
"2021-06-01 15:40:00",12.48,651.0396,50.546,0,21.31,,683,9,1.688
"2021-06-01 15:50:00",12.04,650.9946,50.546,0,23.61,,660,18,2.862
"2021-06-01 16:00:00",11.94,650.9314,50.546,0,23.36,,605,25,4.005
"2021-06-01 16:10:00",11.4,650.9623,50.546,0,23.75,,553,11,3.66
"2021-06-01 16:20:00",11.38,650.9903,50.546,0,23.55,,541,10,2.339
"2021-06-01 16:30:00",11.61,650.9225,50.546,0,23.29,,503,18,3.268
"2021-06-01 16:40:00",11.27,650.9476,50.546,0,23.64,,474,9,3.539
"2021-06-01 16:50:00",11.07,650.9335,50.546,0,23.83,,422,25,2.943
"2021-06-01 17:00:00",11.04,650.8909,50.546,0,23.95,,408,37,2.786
"2021-06-01 17:10:00",10.81,650.8339,50.546,0,24.23,,389,13,3.549
"2021-06-01 17:20:00",10.54,650.8274,50.546,0,24.48,,350,6,3.618
"2021-06-01 17:30:00",10.68,650.8066,50.546,0,24.02,,310,13,2.506
"2021-06-01 17:40:00",10.61,650.7808,50.546,0,24.35,,276,6,2.802
"2021-06-01 17:50:00",10.31,650.8389,50.546,0,24.53,,213,70,2.668
"2021-06-01 18:00:00",9.88,650.867,50.546,0,25.23,,35,3,2.618
"2021-06-01 18:10:00",9.5,650.8882,50.546,0,25.56,,31,1,2.74
"2021-06-01 18:20:00",9.2,650.9019,50.546,0,25.87,,30,0,3.777
"2021-06-01 18:30:00",9.15,650.9131,50.546,0,25.72,,29,0,3.556
"2021-06-01 18:40:00",8.96,650.93,50.546,0,25.97,,26,2,3.476
"2021-06-01 18:50:00",8.89,650.9127,50.546,0,26.29,,20,2,3.27
"2021-06-01 19:00:00",8.7,650.9329,50.546,0,27.08,,12,2,2.68
"2021-06-01 19:10:00",8.65,650.9336,50.546,0,27.56,,6,1,2.659
"2021-06-01 19:20:00",8.51,650.8967,50.546,0,28.24,,4,1,2.043
"2021-06-01 19:30:00",8.37,650.8995,50.546,0,28.71,,1,1,2.271
"2021-06-01 19:40:00",8.2,650.9053,50.546,0,29.01,,0,0,2.301
"2021-06-01 19:50:00",8.15,650.9201,50.546,0,29.3,,0,0,2.395
"2021-06-01 20:00:00",8.05,650.9708,50.546,0,29.62,,0,0,2.804
"2021-06-01 20:10:00",7.865,651.0345,50.546,0,30.14,,0,0,2.515
"2021-06-01 20:20:00",7.894,651.0469,50.546,0,29.69,,0,0,2.576
"2021-06-01 20:30:00",7.804,651.0703,50.546,0,29.9,,0,0,2.565
"2021-06-01 20:40:00",7.713,651.1089,50.546,0,29.85,,0,0,2.686
"2021-06-01 20:50:00",7.705,651.1636,50.546,0,29.89,,0,0,2.333
"2021-06-01 21:00:00",7.563,651.1899,50.546,0,30.73,,0,0,2.142
"2021-06-01 21:10:00",7.265,651.1457,50.546,0,32.13,,0,0,2.186
"2021-06-01 21:20:00",7.236,651.1225,50.546,0,32.5,,0,0,2.453
"2021-06-01 21:30:00",7.193,651.1223,50.546,0,32.87,,0,0,2.499
"2021-06-01 21:40:00",7.198,651.1319,50.546,0,32.53,,0,0,2.247
"2021-06-01 21:50:00",7.184,651.1248,50.546,0,32.62,,0,0,2.7
"2021-06-01 22:00:00",7.117,651.0797,50.546,0,32.83,,0,0,2.86
"2021-06-01 22:10:00",6.924,651.0239,50.546,0,33.29,,0,0,2.658
"2021-06-01 22:20:00",6.865,650.9522,50.546,0,33.94,,0,0,2.841
"2021-06-01 22:30:00",6.847,650.9061,50.546,0,33.41,,0,0,2.269
"2021-06-01 22:40:00",7.033,650.8607,50.546,0,32.84,,0,0,2.258
"2021-06-01 22:50:00",6.983,650.8323,50.546,0,33.2,,0,0,2.579
"2021-06-01 23:00:00",7.039,650.7838,50.546,0,34.57,,0,0,2.591
"2021-06-01 23:10:00",6.986,650.6806,50.546,0,35.92,,0,0,3.027
"2021-06-01 23:20:00",6.974,650.6097,50.546,0,35.19,,0,0,3.005
"2021-06-01 23:30:00",6.892,650.5748,50.546,0,34.54,,0,0,2.954
"2021-06-01 23:40:00",6.849,650.5002,50.546,0,33.93,,0,0,3.122
"2021-06-01 23:50:00",6.755,650.4535,50.546,0,33.41,,0,0,2.45
"2021-06-02 00:00:00",7.025,650.4066,50.546,0,30.96,,0,0,2.593
"2021-06-02 00:10:00",6.995,650.3592,50.546,0,29.96,,0,0,2.957
"2021-06-02 00:20:00",6.796,650.3374,50.546,0,29.94,,0,0,2.971
"2021-06-02 00:30:00",6.783,650.3215,50.546,0,30.62,,0,0,2.57
"2021-06-02 00:40:00",6.529,650.2874,50.546,0,30.35,,0,0,2.972
"2021-06-02 00:50:00",6.815,650.243,50.546,0,27.14,,0,0,4.134
"2021-06-02 01:00:00",6.849,650.197,50.546,0,26.3,,0,0,3.662
"2021-06-02 01:10:00",6.851,650.1343,50.546,0,25.18,,0,0,4.132
"2021-06-02 01:20:00",6.781,650.1368,50.546,0,25.51,,0,0,3.406
"2021-06-02 01:30:00",6.632,650.1002,50.546,0,25.62,,0,0,3.637
"2021-06-02 01:40:00",6.632,650.0595,50.546,0,25.92,,0,0,3.343
"2021-06-02 01:50:00",6.634,650.0448,50.546,0,26.34,,0,0,3.674
"2021-06-02 02:00:00",6.589,650.0221,50.546,0,28.72,,0,0,3.314
"2021-06-02 02:10:00",6.438,650.0106,50.546,0,28.97,,0,0,2.996
"2021-06-02 02:20:00",6.416,650.0054,50.546,0,29.29,,0,0,2.914
"2021-06-02 02:30:00",6.398,650.0129,50.546,0,29.34,,0,0,2.644
"2021-06-02 02:40:00",6.395,650.0065,50.546,0,30.06,,0,0,2.803
"2021-06-02 02:50:00",6.372,649.9394,50.546,0,31.45,,0,0,3.022
"2021-06-02 03:00:00",6.351,649.9316,50.546,0,32.1,,0,0,2.998
"2021-06-02 03:10:00",6.34,649.9589,50.546,0,32.57,,0,0,3.077
"2021-06-02 03:20:00",6.224,649.9902,50.546,0,33.36,,0,0,2.859
"2021-06-02 03:30:00",6.171,650.0013,50.546,0,34.05,,0,0,2.795
"2021-06-02 03:40:00",6.11,649.9985,50.546,0,34.87,,0,0,3.063
"2021-06-02 03:50:00",6.064,650.0491,50.546,0,36.05,,0,0,2.612
"2021-06-02 04:00:00",5.923,650.0634,50.546,0,37.5,,0,0,2.907
"2021-06-02 04:10:00",5.856,650.0435,50.546,0,38.1,,0,0,3.033
"2021-06-02 04:20:00",5.964,650.0807,50.546,0,38.18,,1,1,2.737
"2021-06-02 04:30:00",5.792,650.1212,50.546,0,39.8,,5,1,2.709
"2021-06-02 04:40:00",5.275,650.1628,50.546,0,41.84,,10,3,2.573
"2021-06-02 04:50:00",5.616,650.204,50.546,0,40.7,,21,3,2.373
"2021-06-02 05:00:00",6.171,650.2382,50.546,0,39.49,,33,8,2.297
"2021-06-02 05:10:00",6.383,650.2474,50.546,0,39.53,,66,7,2.459
"2021-06-02 05:20:00",6.723,650.2766,50.546,0,38.67,,100,8,2.064
"2021-06-02 05:30:00",6.895,650.2764,50.546,0,39.36,,126,11,2.047
"2021-06-02 05:40:00",7.102,650.3065,50.546,0,38.46,,154,16,2.146
"2021-06-02 05:50:00",7.496,650.34,50.546,0,38.73,,191,15,1.604
"2021-06-02 06:00:00",7.937,650.3759,50.546,0,36.65,,243,13,1.898
"2021-06-02 06:10:00",8.18,650.3957,50.546,0,35.44,,276,8,1.833
"2021-06-02 06:20:00",8.44,650.4238,50.546,0,35.3,,305,9,1.621
"2021-06-02 06:30:00",8.66,650.4003,50.546,0,34.84,,333,14,1.994
"2021-06-02 06:40:00",8.69,650.4095,50.546,0,34.47,,373,10,2.176
"2021-06-02 06:50:00",8.84,650.4582,50.546,0,34.03,,406,9,2.38
"2021-06-02 07:00:00",8.99,650.4657,50.546,0,33.43,,431,15,2.917
"2021-06-02 07:10:00",9.34,650.5148,50.546,0,33.35,,462,30,3.339
"2021-06-02 07:20:00",9.4,650.5861,50.546,0,32.79,,512,12,3.584
"2021-06-02 07:30:00",9.34,650.6658,50.546,0,33.24,,538,8,3.639
"2021-06-02 07:40:00",9.5,650.7144,50.546,0,33.73,,560,18,3.807
"2021-06-02 07:50:00",9.62,650.8215,50.546,0,34.42,,603,10,3.41
"2021-06-02 08:00:00",9.9,650.854,50.546,0,34.07,,634,9,3.523
"2021-06-02 08:10:00",10.1,650.851,50.546,0,34.17,,664,9,3.781
"2021-06-02 08:20:00",10.11,650.8784,50.546,0,34.17,,695,9,3.75
"2021-06-02 08:30:00",10.22,650.911,50.546,0,33.95,,722,10,4.139
"2021-06-02 08:40:00",10.19,650.9101,50.546,0,35.15,,754,10,4.709
"2021-06-02 08:50:00",10.23,650.9439,50.546,0,36.38,,765,23,4.124
"2021-06-02 09:00:00",10.27,650.9554,50.546,0,37.31,,788,45,4.028
"2021-06-02 09:10:00",10.26,650.9424,50.546,0,36.94,,827,10,4.234
"2021-06-02 09:20:00",10.59,650.9604,50.546,0,35.38,,850,10,3.373
"2021-06-02 09:30:00",10.85,650.9971,50.546,0,34.42,,869,11,3.599
"2021-06-02 09:40:00",10.85,651.0161,50.546,0,34.75,,892,5,4.063
"2021-06-02 09:50:00",11.03,651.0459,50.546,0,34.28,,909,5,3.569
"2021-06-02 10:00:00",11.17,651.0747,50.546,0,33.98,,925,6,3.4
"2021-06-02 10:10:00",11.43,651.1062,50.546,0,32.98,,929,57,3.63
"2021-06-02 10:20:00",11.67,651.1234,50.546,0,33.18,,957,4,3.39
"2021-06-02 10:30:00",11.53,651.1738,50.546,0,34.09,,971,5,3.984
"2021-06-02 10:40:00",11.15,651.2078,50.546,0,34.79,,985,5,1.854
"2021-06-02 10:50:00",11.29,651.2217,50.546,0,34.68,,909,196,3.042
"2021-06-02 11:00:00",11.37,651.2101,50.546,0,34.52,,1008,3,2.982
"2021-06-02 11:10:00",11.74,651.1865,50.546,0,33.48,,1037,28,2.317
"2021-06-02 11:20:00",11.85,651.1772,50.546,0,33.52,,851,410,2.573
"2021-06-02 11:30:00",12.52,651.1708,50.546,0,32.24,,1076,167,3.664
"2021-06-02 11:40:00",12.01,651.1848,50.546,0,33.06,,1091,176,2.976
"2021-06-02 11:50:00",12.55,651.1294,50.546,0,32.01,,912,363,2.56
"2021-06-02 12:00:00",12.09,651.1043,50.546,0,32.58,,769,370,2.995
"2021-06-02 12:10:00",11.75,651.0986,50.546,0,33.28,,478,358,2.076
"2021-06-02 12:20:00",11.68,651.077,50.546,0,32.72,,225,15,1.125
"2021-06-02 12:30:00",11.34,651.0261,50.546,0,33.91,,289,39,1.66
"2021-06-02 12:40:00",11.26,650.9958,50.546,0,34.04,,294,6,1.203
"2021-06-02 12:50:00",11.61,650.8762,50.546,0,33.14,,232,15,2.245
"2021-06-02 13:00:00",11.68,650.8931,50.546,0,32.18,,296,17,1.804
"2021-06-02 13:10:00",11.81,650.8388,50.546,0,32.06,,266,9,1.27
"2021-06-02 13:20:00",12.1,650.8231,50.546,0,31.71,,285,9,1.01
"2021-06-02 13:30:00",11.81,650.7547,50.546,0,32.51,,224,19,1.246
"2021-06-02 13:40:00",11.77,650.7172,50.546,0,33.08,,367,221,2.29
"2021-06-02 13:50:00",11.69,650.7165,50.546,0,33.07,,253,9,1.271
"2021-06-02 14:00:00",12.15,650.6536,50.546,0,32.45,,361,223,1.8
"2021-06-02 14:10:00",12.12,650.669,50.546,0,32.47,,227,10,2.435
"2021-06-02 14:20:00",11.94,650.6418,50.546,0,32.89,,390,255,1.791
"2021-06-02 14:30:00",12.27,650.6147,50.546,0,31.92,,297,21,2.022
"2021-06-02 14:40:00",12.34,650.5458,50.546,0,32.07,,301,222,2.592
"2021-06-02 14:50:00",12.17,650.5361,50.546,0,32.08,,148,11,2.246
"2021-06-02 15:00:00",11.96,650.496,50.546,0,32.55,,151,1,3.321
"2021-06-02 15:10:00",11.68,650.455,50.546,0,32.53,,156,5,2.625
"2021-06-02 15:20:00",11.69,650.3895,50.546,0,32.77,,169,7,3.002
"2021-06-02 15:30:00",11.75,650.3054,50.546,0,33.08,,149,4,2.943
"2021-06-02 15:40:00",11.64,650.2426,50.546,0,32.58,,148,5,2.571
"2021-06-02 15:50:00",11.72,650.2129,50.546,0,32.34,,136,5,2.36
"2021-06-02 16:00:00",11.68,650.1816,50.546,0,32.39,,179,25,2.48
"2021-06-02 16:10:00",11.73,650.1851,50.546,0,32.04,,155,26,3.014
"2021-06-02 16:20:00",11.49,650.1707,50.546,0,32.16,,119,3,2.412
"2021-06-02 16:30:00",11.46,650.1359,50.546,0,32.01,,108,9,3.579
"2021-06-02 16:40:00",11.52,650.1114,50.546,0,31.64,,112,3,3.286
"2021-06-02 16:50:00",11.47,650.0746,50.546,0,31.36,,94,11,2.915
"2021-06-02 17:00:00",11.31,650.0397,50.546,0,31.73,,72,2,2.943
"2021-06-02 17:10:00",11.15,650.0388,50.546,0,31.85,,74,5,2.717
"2021-06-02 17:20:00",11.13,650.0112,50.546,0,32.29,,52,7,2.772
"2021-06-02 17:30:00",11.08,649.9975,50.546,0,32.5,,41,1,2.999
"2021-06-02 17:40:00",11.05,650.0025,50.546,0,32.82,,36,4,2.64
"2021-06-02 17:50:00",11,650.0701,50.546,0,32.63,,31,1,1.525
"2021-06-02 18:00:00",10.84,650.1017,50.546,0,36.74,,32,1,1.625
"2021-06-02 18:10:00",10.64,650.1364,50.546,0,38.97,,27,1,1.196
"2021-06-02 18:20:00",10.22,650.1472,50.546,0,49.51,,28,0,1.394
"2021-06-02 18:30:00",9.93,650.1347,50.546,0,52.32,,23,2,2.255
"2021-06-02 18:40:00",9.5,650.0728,50.546,0,54.13,,18,1,3.381
"2021-06-02 18:50:00",9.38,650.0758,50.546,0,54.32,,14,2,3.343
"2021-06-02 19:00:00",9.17,650.0826,50.546,0,53.55,,8,1,3.335
"2021-06-02 19:10:00",8.98,650.0883,50.546,0,54.25,,5,1,2.981
"2021-06-02 19:20:00",8.89,650.0493,50.546,0,53.71,,2,1,2.279
"2021-06-02 19:30:00",9.04,650.0096,50.546,0,47.08,,1,0,2.383
"2021-06-02 19:40:00",9.73,650.0025,50.546,0,40.11,,0,0,2.139
"2021-06-02 19:50:00",9.63,650.0146,50.546,0,38.33,,0,0,1.972
"2021-06-02 20:00:00",9.53,650.0232,50.546,0,38.05,,0,0,1.948
"2021-06-02 20:10:00",9.55,650.055,50.546,0,37.43,,0,0,2.585
"2021-06-02 20:20:00",9.57,650.1039,50.546,0,37.48,,0,0,2.538
"2021-06-02 20:30:00",9.68,650.1602,50.546,0,36.64,,0,0,2.875
"2021-06-02 20:40:00",9.55,650.1812,50.546,0,37.12,,0,0,2.932
"2021-06-02 20:50:00",9.63,650.2306,50.546,0,36.82,,0,0,2.709
"2021-06-02 21:00:00",9.61,650.2656,50.546,0,36.98,,0,0,2.785
"2021-06-02 21:10:00",9.69,650.2934,50.546,0,36.96,,0,0,2.621
"2021-06-02 21:20:00",9.77,650.2802,50.546,0,36.93,,0,0,3.349
"2021-06-02 21:30:00",9.71,650.3101,50.546,0,37.42,,0,0,2.768
"2021-06-02 21:40:00",9.51,650.275,50.546,0,38.38,,0,0,3.36
"2021-06-02 21:50:00",9.43,650.2339,50.546,0,38.72,,0,0,3.411
"2021-06-02 22:00:00",9.27,650.1906,50.546,0,39.07,,0,0,3.464
"2021-06-02 22:10:00",9.25,650.0909,50.546,0,39.36,,0,0,3.859
"2021-06-02 22:20:00",9.07,649.9897,50.546,0,40.1,,0,0,4.453
"2021-06-02 22:30:00",8.94,649.9271,50.546,0,40.63,,0,0,4.458
"2021-06-02 22:40:00",8.66,649.9186,50.546,0,42.24,,0,0,5.692
"2021-06-02 22:50:00",8.49,649.9275,50.546,0,43.32,,0,0,4.173
"2021-06-02 23:00:00",8.27,649.8838,50.546,0,45.23,,0,0,3.754
"2021-06-02 23:10:00",8.42,649.889,50.546,0,44.76,,0,0,3.604
"2021-06-02 23:20:00",8.36,649.8449,50.546,0,45.05,,0,0,3.18
"2021-06-02 23:30:00",8.34,649.8104,50.546,0,45.08,,0,0,3.143
"2021-06-02 23:40:00",8.26,649.7807,50.546,0,45.3,,0,0,3.358
"2021-06-02 23:50:00",8.23,649.7643,50.546,0,45.1,,0,0,3.657
"2021-06-03 00:00:00",8.28,649.7113,50.546,0,44.71,,0,0,3.292
"2021-06-03 00:10:00",8.17,649.6855,50.546,0,45.08,,0,0,3.179
"2021-06-03 00:20:00",7.96,649.646,50.546,0,45.69,,0,0,3.113
"2021-06-03 00:30:00",8.09,649.6446,50.546,0,44.89,,0,0,3.529
"2021-06-03 00:40:00",8.17,649.6482,50.546,0,44.36,,0,0,3.445
"2021-06-03 00:50:00",8.1,649.6582,50.546,0,43.67,,0,0,3.636
"2021-06-03 01:00:00",8.2,649.7108,50.546,0,43.11,,0,0,3.22
"2021-06-03 01:10:00",8.07,649.7007,50.546,0,44.01,,0,0,2.939
"2021-06-03 01:20:00",7.658,649.673,50.546,0,45.9,,0,0,2.347
"2021-06-03 01:30:00",7.472,649.6569,50.546,0,46.42,,0,0,2.153
"2021-06-03 01:40:00",7.532,649.6443,50.546,0,46.17,,0,0,2.295
"2021-06-03 01:50:00",7.323,649.6388,50.546,0,46.63,,0,0,1.612
"2021-06-03 02:00:00",7.3,649.6252,50.546,0,46.24,,0,0,2.109
"2021-06-03 02:10:00",7.415,649.6528,50.546,0,45.74,,0,0,2.158
"2021-06-03 02:20:00",7.545,649.603,50.546,0,44.96,,0,0,1.855
"2021-06-03 02:30:00",7.524,649.5546,50.546,0,44.6,,0,0,1.871
"2021-06-03 02:40:00",7.515,649.55,50.546,0,44.31,,0,0,1.512
"2021-06-03 02:50:00",7.414,649.5349,50.546,0,44.27,,0,0,1.537
"2021-06-03 03:00:00",7.449,649.5428,50.546,0,43.95,,0,0,1.191
"2021-06-03 03:10:00",7.273,649.5521,50.546,0,44.67,,0,0,0.975
"2021-06-03 03:20:00",7.264,649.5466,50.546,0,43.69,,0,0,0.856
"2021-06-03 03:30:00",7.409,649.535,50.546,0,42.67,,0,0,0.412
"2021-06-03 03:40:00",7.363,649.5332,50.546,0,42.68,,0,0,0.066
"2021-06-03 03:50:00",7.38,649.5291,50.546,0,42.16,,0,0,0.854
"2021-06-03 04:00:00",7.461,649.4984,50.546,0,41.84,,0,0,1.016
"2021-06-03 04:10:00",7.413,649.4657,50.546,0,42.12,,0,0,0.993
"2021-06-03 04:20:00",7.186,649.4647,50.546,0,43.03,,1,0,1.083
"2021-06-03 04:30:00",7.228,649.4778,50.546,0,42.95,,2,1,1.155
"2021-06-03 04:40:00",7.24,649.5334,50.546,0,43.16,,6,1,0.601
"2021-06-03 04:50:00",7.422,649.5423,50.546,0,42.78,,16,4,1.169
"2021-06-03 05:00:00",7.752,649.5876,50.546,0,42,,36,7,1.154
"2021-06-03 05:10:00",8.16,649.6385,50.546,0,41,,65,9,1.123
"2021-06-03 05:20:00",8.63,649.7198,50.546,0,40.01,,100,10,1.068
"2021-06-03 05:30:00",9.11,649.8073,50.546,0,39.74,,131,8,1.235
"2021-06-03 05:40:00",9.58,649.8592,50.546,0,38.62,,161,9,1.564
"2021-06-03 05:50:00",9.54,649.8884,50.546,0,38.23,,193,9,2.101
"2021-06-03 06:00:00",9.77,649.9197,50.546,0,37.88,,226,10,2.33
"2021-06-03 06:10:00",10.03,649.9913,50.546,0,36.62,,260,10,2.533
"2021-06-03 06:20:00",10.42,650.0181,50.546,0,35.93,,294,10,2.44
"2021-06-03 06:30:00",10.91,650.0726,50.546,0,34.97,,329,10,2.178
